Headline,En Headline,Positive,Negative,Neutral,real_score
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали на 0,98%, закрытие прошло на отметке 0330,11 руб. ,  Краткосрочная картина Котировки акций Сбербанка продолжили рост во вторник, завершив ростом десятый день подряд. ,  Уровни сопротивления: 331,3 0/ 0335 / 0340Уровни поддержки: 327 / 0320 0/ 317,6 / 0313,7 0                                                                                                                                                                                                                                                                                        Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the tender at the previous trade session was 0.98% high, with the closure at 0330.11 rubles., the short-term picture of the Sberbank Stock Cotton continued on Tuesday, completing the 10th consecutive day growth., Resistance levels: 331.3 0 0335 / 0340 Support levels: 327 / 0320 0/317.6 / 0313.7 0 The long-term picture of the Sberbank Stock Price is historically in the upward trend.",0.5702687501907349,0.07962692528963089,0.35010430216789246,0.490641824901104
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 0,06%, закрытие прошло на отметке 0329,9 руб. ,  Краткосрочная картина В акциях Сбербанка в среду прошел откат после 10 дней роста подряд. ,  Уровни сопротивления: 331,3 0/ 0335 / 0340Уровни поддержки: 326,2 / 0320 0/ 317,6 / 0313,7 0                                                                                                                                                                                                                                                                                          Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session was 0.06 per cent at 0.06 per cent, closing at 0329.9 rubles., short-term picture in Sberbank stock on Wednesday was reversed after 10 consecutive days of growth., Resistance levels: 331.3 0/0335 / 0340 Support levels: 326.2 / 0320 0/317.6 / 0313.7 0 Long-term picture of the stock price of Sberbank has historically been in the upward trend.",0.25881141424179077,0.5895583629608154,0.15163028240203857,-0.33074694871902466
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 0,4%, закрытие прошло на отметке 0328,57 руб. ,  Краткосрочная картина Цена акций Сбербанка взяла небольшую передышку, обосновавшись последние два дня в боковике в районе достигнутых рекордных уровней. ,  Уровни сопротивления: 331,3 0/ 0335 / 0340Уровни поддержки: 326,2 / 0320 0/ 317,6 / 0313,7 0                                                                                                                                                                                                                                                                                            Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the tender at the previous trade session of the Sberbank 0,0 per cent, closed at 0328.57 rubles., the short-term picture of the stock price of Sberbank took a small break, based on the last two days in the side of the record levels reached., Resistance levels: 331.3 0/ 0335 / 0340 Support levels: 326.2 / 0320 0/317.6 / 03313.7 0 The long-term picture of the stock price of Sberbank is historically in upward trend.",0.24345345795154572,0.3259120285511017,0.4306345283985138,-0.08245857059955597
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали 0на 0,03%, закрытие прошло на отметке 0328,68 руб. ,  Краткосрочная картина Котировки акций Сбербанка во второй половине прошлой недели стояли в боковике при заметно просевших оборотах. ,  Уровни сопротивления: 331,3 0/ 0335 / 0340Уровни поддержки: 326,2 / 0320 0/ 317,6 / 0313,7 0                                                                                                                                                                                                                                                                                              Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the tender at the previous trade session was 0.03 per cent at 0.03 per cent, and the closure took place at 0328.68 rubles., the short-term picture of the Sberbank Stock Cotton in the second half of last week was in a sidekick with significant turnovers., Resistance levels: 331.3 0/0335 / 0340 Support levels: 326.2 / 0320 0/317.6 / 03313.7 0 The long-term picture of the Sberbank Stock Price is historically in upward trend.",0.10018453001976013,0.6214783787727356,0.2783370614051819,-0.5212938487529755
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали 0на 0,21%, закрытие прошло на отметке 0329,36 руб. ,  Краткосрочная картина Акции Сбербанка показали небольшой рост на торгах понедельника. ,  Уровни сопротивления: 331,3 0/ 0335 / 0340Уровни поддержки: 326,2 / 0320 0/ 317,6 / 0313,7 0                                                                                                                                                                                                                                                                                                Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session of the Sberbank 0,031, closed at 0329.36 rubles., short-term picture of the Sberbank Academia showed a slight increase on Monday., Resistance levels: 331.3 0/0335 / 0340 Support levels: 326.2 / 0320 0/317.6 / 03313.7 0 Long-term picture of the stock price of the Sberbank has historically been in the upward trend.",0.7337771058082581,0.11013660579919815,0.1560862809419632,0.6236405000090599
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали 0на 1,56%, закрытие прошло на отметке 0334,5 руб. ,  Краткосрочная картина Цена акций Сбербанка во вторник вырвалась из боковика последних дней, обновив рекордные уровни. ,  Уровни сопротивления: 335,7 0/ 0340 / 341,5Уровни поддержки: 333,6 / 331,3 / 328,5 / 326,2 0                                                                                                                                                                                                                                                                                                  Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session of the Robert Bank's 0actation increased by 1.56 per cent, closing at 03344.5 rubles., the short-term picture of the stock price of Sberbank on Tuesday broke out from the side of the last days, updating the record levels., Resistance levels: 335.7 0/ 0340 / 341.5 Support levels: 333.6 / 331.3 / 328.5 / 326.2 0 The Long-term picture of the stock price of the Sberbank has historically been on a upward trend.",0.9275833368301392,0.026712952181696892,0.04570367932319641,0.9008703846484423
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали 0на 0,12%, закрытие прошло на отметке 0334,9 руб. ,  Краткосрочная картина Котировки акций Сбербанка в среду 0продолжили подъем в направлении обозначенных целей в районе границы восходящего канала 2021 г., обновляя рекордные уровни. ,  Уровни сопротивления: 339–340 / 0342 / 345Уровни поддержки: 333,3 / 0331,3 0/ 327,5–326,2 0                                                                                                                                                                                                                                                                                                    Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the tender at the previous trade session of the Sberbank 0,012 per cent, closed at 03344.9 rubles., the short-term picture of the Sberbank stock in Wednesday 0 continued to rise towards the stated targets in the 2021 boundary area, updating the record levels., Resistance levels: 339 - 340 / 0342 / 345 Support levels: 333.3 / 0331.3 0/ 327.5 - 326.2 0 Long-term stock prices of Sberbank have historically been on a upward trend.",0.9401714205741882,0.03493284434080124,0.024895668029785156,0.905238576233387
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 0,66%, закрытие прошло на отметке 0332,69 руб. ,  Краткосрочная картина В четверг котировки акций Сбербанка откатились вниз после усиления негативных сигналов днем ранее. ,  Уровни сопротивления: 334 / 0339–340 / 0342 0Уровни поддержки: 329,1 / 0326,2 / 320                                                                                                                                                                                                                                                                                                      Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session was 0.66 per cent, with the closure at 0332.69 rubles., the short-term picture on Thursday's Sberbank stock listings rolled down after the negative signals had increased the previous day., Resistance levels: 334 / 0339 - 340 / 0342 0 Support levels: 329.1 / 0326.2 / 320 The long-term stock price picture of Sberbank has historically been in a downward trend.",0.010231832042336464,0.9665470719337463,0.023221081122756004,-0.9563152398914099
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 2,11%, закрытие прошло на отметке 0325,67 руб. ,  Краткосрочная картина Акции Сбербанка в пятницу закрыли снижением 0второй день подряд, завершая неделю на минимумах. ,  Уровни сопротивления: 329 / 331 / 334 / 0339–340 0 0Уровни поддержки: 325,2 / 0320 / 314,5                                                                                                                                                                                                                                                                                                          Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","At the previous trade session, the Sberbank's 0th of 2.11 per cent, the closure took place at 0325.67 rubles., the short-term picture of Accia Sberbank on Friday closed the 0th consecutive day down, ending the week at a minimum., Resistance levels: 329 / 331 / 334 / 0339 - 340 0 Support levels: 325.2 / 0320 / 314.5 The long-term picture of the stock price of the Sberbank is historically in upward trend.",0.010933591984212399,0.9564250707626343,0.03264140337705612,-0.9454914787784219
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подорожали на 1,09%, закрытие прошло на отметке 0329,22 руб. ,  Краткосрочная картина Котировки акций Сбербанка в понедельник реализовали отскок после снижения второй половины прошлой недели. ,  Уровни сопротивления: 331,3 / 334 / 0339–340 0 0Уровни поддержки: 328,5 / 325,2 / 0320 0/ 314,5                                                                                                                                                                                                                                                                                                            Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session was 1.09 per cent higher than at 0329.22 rubles., the short-term picture of the Sberbank Stock Cotton rebounded on Monday after the fall of the second half of last week., Resistance levels: 331.3 / 334 / 0339 / 0339 - 340 0 Support levels: 328.5 / 325.2 / 0320 0/ 314.5 The long-term picture of the Sberbank Stock Price is historically in the upward trend.",0.6880757212638855,0.2298913598060608,0.08203285187482834,0.4581843614578247
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 1,33%, закрытие прошло на отметке 0324,83 руб. ,  Краткосрочная картина Акции Сбербанка проявили слабость на торгах вторника. ,  Уровни сопротивления: 325,2 / 331,3 / 334 / 0339–340 0 0Уровни поддержки: 320 0/ 314,5 / 308,7                                                                                                                                                                                                                                                                                                              Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the bidding at the previous trade session of the Robert Bank 0,033%, closed at 0324.83 rubles., the short-term picture of the Sberbank Akcia showed weakness on Tuesday., Resistance levels: 325.2 / 331.3 / 334 / 0339 - 340 0 Support levels: 320 0/314.5 / 308. The Long-term picture of the stock price of the Sberbank has historically been in the upward trend.",0.03382592648267746,0.9038748741149902,0.06229916587471962,-0.8700489476323128
"Итоги торгов На предыдущей торговой сессии 0акции Сбербанка подешевели 0на 0,08%, закрытие прошло на отметке 0324,57 руб. ,  Краткосрочная картина В среду в акциях Сбербанка продолжалось ожидаемое снижение в направлении следующего уровня коррекции по Фибоначчи на 38,2% (320) относительно волны роста от минимумов июля. ,  Уровни сопротивления: 325-326,5 / 0331,3 0/ 334 / 0339–340 0 0Уровни поддержки: 0320 0/ 314,5 / 308,7                                                                                                                                                                                                                                                                                                                Долгосрочная картина Цена акций Сбербанка исторически находится в восходящем тренде.","The outcome of the tender at the previous trade session was 0.08 per cent; the closure took place at 0324.57 rubles., the short-term picture in the Sberbank stock continued the expected decline towards the next level of Fibonacci adjustment by 38.2 per cent (320) relative to the growth wave from the minimum of July., Resistance levels: 325-326.5 / 0331.3 0/ 0339 - 340 0 Support levels: 0320 0/314.5 / 308 Long-term picture of the Sberbank stock price is historically in upward trend.",0.024929216131567955,0.9382875561714172,0.036783162504434586,-0.9133583400398493
